0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_dolly_2000_correct,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceD_probs
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,False,0.36489388,0.5477706,0.02191358,0.06542187
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,False,0.22479685,0.07298085,0.6504712,0.051751167
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.48724347,0.09594393,0.2955281,0.12128449
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,False,0.07672719,0.06360907,0.47001103,0.38965282
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,False,0.51121634,0.1822798,0.24914694,0.057356887
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,False,0.92197824,0.012162976,0.040508896,0.02534982
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,True,0.80291003,0.063879125,0.0311322,0.10207856
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,True,0.771236,0.05086853,0.122027256,0.055868153
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.98025185,0.0004936441,0.01795394,0.0013005789
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.33478385,0.2954457,0.1848852,0.1848852
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.3837494,0.27211908,0.005473891,0.33865765
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.029583681,0.9644885,0.0029986447,0.002929181
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,True,0.34765568,0.025983522,0.08790112,0.53845966
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,False,0.16197681,0.00832034,0.0071167643,0.8225861
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.90671265,0.032010872,0.028249495,0.03302701
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.719585,0.0758437,0.1416947,0.062876634
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.9336369,0.0027056378,0.049480945,0.014176527
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.05229741,0.46612173,0.015459084,0.46612173
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,False,0.7660165,0.00014191226,0.00021979799,0.23362184
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,False,0.99772066,0.0018093603,0.00033469798,0.00013523022
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.24090333,0.09733374,0.39718243,0.26458055
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.50631833,0.032367848,0.041561138,0.41975263
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,False,0.9236287,0.07581606,0.0002096502,0.00034565476
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.15117423,0.103900425,0.4956812,0.24924415
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,True,0.7774858,0.09000052,0.09000052,0.04251323
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.06745041,0.8477983,0.078857526,0.0058937515
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.9530682,0.018581871,0.0066255704,0.02172441
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.6175225,0.0148671325,0.3630227,0.0045876675
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,True,0.99737096,0.0007539892,0.0013232923,0.0005516303
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,False,0.60498077,0.14825691,0.22255999,0.024202274
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,False,0.5078905,0.058792595,0.07316857,0.3601483
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.9497698,0.0014057832,0.013130919,0.035693537
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,True,0.5938924,0.032474272,0.1410618,0.2325716
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,0.08035931,0.26348805,0.33832535,0.31782725
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,False,0.33523187,0.038805906,0.58835024,0.037611973
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.11919132,0.0658237,0.62451786,0.1904672
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,False,0.99325424,2.4136903e-05,0.0066924943,2.9114663e-05
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.7706723,0.21400797,0.011520618,0.0037990964
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,False,0.15640402,0.09787513,0.63822603,0.1074948
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.107716374,0.8472549,0.037225783,0.0078029474
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,True,0.53547865,0.06807847,0.12718733,0.26925558
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,False,0.763818,0.07562823,0.13273168,0.02782207
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.99981457,0.00015843194,8.1382495e-06,1.8921997e-05
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,False,0.109273754,0.031307455,0.64878815,0.21063067
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,False,0.31539285,0.48849,0.072607554,0.12350961
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.52793574,0.43767408,0.031705007,0.0026851175
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.9421879,0.034319192,0.010466762,0.013026097
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,False,0.9267198,0.067131355,0.00028305931,0.0058658724
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.8370046,0.021959605,0.027759539,0.11327625
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.14058058,0.026004793,0.80898535,0.024429241
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.02382392,0.017429952,0.06476013,0.89398605
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.021717642,0.04743569,0.92345756,0.007389055
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.9332916,0.02029943,0.038521543,0.007887508
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.0046421867,0.0006687704,0.16364272,0.8310463
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.32397926,0.13934174,0.31401145,0.22266747
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.95708424,0.005346229,0.024337452,0.013232044
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,False,0.027310103,0.9043864,0.0027899027,0.06551354
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,False,0.11448091,0.35262603,0.10754486,0.4253482
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,False,0.89777464,0.023924883,0.047580313,0.030720158
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.41237128,0.08120072,0.14251171,0.36391637
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,False,0.30490336,0.32456794,0.34550077,0.025027992
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,False,0.92990226,0.009704402,0.05584497,0.004548361
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,True,0.48528284,0.12269872,0.14800291,0.24401553
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.04374278,0.40225112,0.29429322,0.25971285
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,False,0.916261,0.048560057,0.017864246,0.01731462
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,False,0.1690353,0.45948556,0.19154207,0.17993712
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.12753256,0.072665855,0.5539762,0.24582544
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.9765252,0.017885683,0.002576677,0.0030124406
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,True,0.88360703,0.042638704,0.04907685,0.024677388
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.059206363,0.20665051,0.09761479,0.6365284
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,True,0.33032462,0.17406885,0.18529531,0.31031126
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.9919733,0.0011983507,0.0033608577,0.0034675426
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,False,0.9453625,0.044215195,0.009865743,0.0005565871
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,False,0.2824466,0.053905874,0.39831352,0.265334
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,False,0.46149543,0.08019588,0.211288,0.2470207
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,True,0.92759204,0.0077783326,0.015469061,0.049160577
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,False,0.29434502,0.042404428,0.16255277,0.5006978
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.47205544,0.10208915,0.13953932,0.2863161
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.44927886,0.09716337,0.044484634,0.40907305
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,False,0.98732865,0.003790519,0.0022283313,0.006652568
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.15950596,0.13643268,0.69286233,0.011199077
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,False,0.92584896,0.0048584095,0.06706828,0.002224342
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,True,0.34074873,0.36272514,0.114136524,0.18238965
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,False,0.99687827,0.002321303,2.2935741e-05,0.0007775391
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,True,0.8130454,0.09122117,0.06269533,0.033038113
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.24432835,0.026777862,0.06474056,0.6641533
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,True,0.244312,0.013359077,0.012948061,0.7293809
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,False,0.4195246,0.015281183,0.5557798,0.009414463
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,False,0.9999726,1.6027695e-06,2.0785033e-05,5.0935914e-06
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.7342851,0.090481676,0.102529176,0.07270408
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.50075877,0.08174662,0.20874731,0.20874731
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.9298168,0.030837685,0.024778778,0.0145666925
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.006531686,0.012590155,0.9106559,0.07022224
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,False,0.63550574,0.008786102,0.15573737,0.19997074
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,False,0.008006718,0.002293963,0.9851372,0.00456209
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,True,0.7952918,0.16157334,0.017570285,0.025564613
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,True,0.17334832,0.14597392,0.094247855,0.58642983
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,True,0.2000121,0.56094784,0.07832587,0.16071425
In what year did the Great Depression begin?,1884,1929,1953,1975,B,False,0.49840674,0.11838198,0.061415758,0.32179558
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,False,0.16689616,0.06334664,0.6397784,0.12997887
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.014910865,0.0052342056,0.5508514,0.4290035
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,False,0.29646498,0.5538695,0.127508,0.022157567
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,False,0.17003937,0.1524223,0.6317729,0.045765474
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.030787695,0.0014399596,0.9577771,0.009995301
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.9913749,0.0019745545,0.0019138039,0.00473671
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,False,0.62382513,0.29467413,0.045189742,0.03631098
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,False,0.6411345,0.22157016,0.06972014,0.067575075
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.5488238,0.16738181,0.27596593,0.00782855
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.99773204,0.00051035936,0.0007425684,0.0010149707
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.60815763,0.009234386,0.1444501,0.23815794
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.14125817,0.15514174,0.2257299,0.4778702
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,False,0.15571906,0.117542915,0.5267908,0.19994724
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,False,0.020718915,0.93780965,0.003954274,0.037517104
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,False,0.1283844,0.69403946,0.056970228,0.120605975
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.9415175,0.030265031,0.0074167643,0.02080083
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,False,0.98659444,0.0022973563,0.004031986,0.0070763556
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,False,0.9291099,0.014555617,0.05241679,0.0039175916
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.0057310667,0.021293497,0.9638172,0.009158218
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,True,0.5574902,0.06062425,0.24738479,0.13450077
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.0069490247,0.00949819,0.9688418,0.014711085
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,True,0.78045046,0.024506388,0.1661675,0.02887558
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.06346509,0.03849352,0.021932947,0.87610847
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,True,0.799649,0.017805107,0.017529065,0.1650169
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,False,0.7372774,0.062440507,0.14517853,0.05510355
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,False,0.99016505,0.00570659,0.00032701367,0.0038014085
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.4669258,0.17722504,0.31103963,0.04480951
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.7369687,0.16443995,0.08014163,0.01844965
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,False,0.89169574,0.00412937,0.00412937,0.10004549
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.0058529456,0.0691097,0.8962282,0.02880921
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,False,0.820698,0.14261593,0.014120889,0.022565117
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.47954464,0.14175312,0.3096173,0.06908496
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,False,0.68210185,0.1438692,0.07803912,0.09598976
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.36928916,0.008032171,0.40558478,0.2170939
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,False,0.99502677,0.001320182,0.0015434492,0.002109645
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.940392,0.026676869,0.019517213,0.013413971
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.46824968,0.086617485,0.1428081,0.3023247
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.0140155945,0.9825691,0.00065551815,0.0027598343
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.0978174,0.10412608,0.3012988,0.49675775
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,False,0.95684606,0.014081932,0.014081932,0.014990138
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.19121711,0.046859767,0.71045774,0.05146539
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.3570237,0.11234248,0.48799348,0.042640395
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.969381,0.0038397515,0.015668584,0.01111069
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.46189037,0.05022825,0.40761682,0.08026451
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.9904895,0.0009614615,0.00049879967,0.008050218
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,False,0.76989895,0.06125278,0.05078034,0.11806783
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,False,0.36426172,0.018135523,0.017036747,0.600566
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,False,0.92125183,0.010234184,0.053623285,0.014890648
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.20780323,0.057704877,0.66039735,0.074094534
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,True,0.99191236,0.0021697995,0.0055407775,0.00037705462
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,True,0.9975841,0.0009990869,0.00070845865,0.00070845865
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,True,0.86448437,0.023037728,0.06666188,0.045815993
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,True,0.93806565,0.015643725,0.024229476,0.02206119
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,False,0.87011194,0.110622324,0.01241148,0.00685427
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.48890632,0.48890632,0.00742365,0.014763691
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,False,0.3714338,0.31770414,0.030489143,0.28037295
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,True,0.82114893,0.011897515,0.04490075,0.12205289
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,True,0.18053006,0.18053006,0.11655896,0.522381
