0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceD_probs
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,True,0.1986795,0.7857927,0.006798439,0.008729368
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,0.089960314,0.85351974,0.008367613,0.048152287
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.074282944,0.9049515,0.004190757,0.016574765
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,False,0.49787405,0.26649278,0.052475538,0.18315764
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.13206293,0.35898423,0.19215041,0.31680247
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,True,0.3247916,0.3247916,0.19699608,0.15342069
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.23745167,0.30489397,0.11216422,0.34549013
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,True,0.1266005,0.56738406,0.16255826,0.14345716
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,True,0.070370644,0.58920616,0.06210187,0.27832127
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.311448,0.58186144,0.037197158,0.06949344
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,False,0.20590201,0.43589458,0.124885894,0.23331757
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,False,0.22700894,0.37427446,0.29148525,0.10723143
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.38084772,0.38084772,0.058404893,0.17989972
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,True,0.20541857,0.3605208,0.26376268,0.17029797
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,True,0.3099131,0.57899386,0.069150954,0.041942175
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.39594907,0.5761025,0.0105516855,0.017396789
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,False,0.44255805,0.34466454,0.028291788,0.18448564
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,0.42498994,0.54569787,0.016478648,0.012833584
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,False,0.13787888,0.33075425,0.33075425,0.20061259
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.3128364,0.27607715,0.16744927,0.24363723
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,False,0.23201755,0.38253227,0.20475478,0.18069544
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.50496924,0.39327043,0.060309976,0.0414504
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,True,0.38797405,0.38797405,0.0980952,0.12595673
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.13247997,0.86387783,0.0027495339,0.0008926429
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.69818026,0.25684616,0.023890413,0.021083217
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.24596716,0.24596716,0.4055313,0.10253437
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.2766952,0.35528365,0.3135367,0.054484513
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,0.18653186,0.7377478,0.022278054,0.053442273
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,True,0.19173436,0.66921866,0.04847804,0.09056889
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.123606026,0.335996,0.051526655,0.4888713
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,True,0.42689717,0.37673542,0.05777425,0.13859321
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,False,0.09793718,0.16147111,0.30166775,0.43892398
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,0.09025649,0.85632974,0.042634144,0.010779601
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.017738149,0.14851971,0.7542453,0.07949687
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,0.022688335,0.115220875,0.8513735,0.01071721
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.8543883,0.13102469,0.012187194,0.0023998008
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,False,0.31115207,0.4527236,0.14697783,0.08914656
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.11637028,0.75882953,0.11637028,0.008429835
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.06496704,0.3738595,0.13753523,0.4236383
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,True,0.13429491,0.6820058,0.13429491,0.049404338
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.9188143,0.07542087,0.0037549841,0.0020098982
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,False,0.21407655,0.6594022,0.047766935,0.078754365
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,False,0.34549016,0.304894,0.11216423,0.23745169
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,False,0.36113268,0.5954071,0.020373711,0.02308644
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.6233068,0.25983292,0.06569605,0.05116414
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.18926467,0.7485563,0.01994835,0.04223066
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.34369448,0.5666564,0.06767746,0.021971652
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,False,0.018763183,0.62135124,0.33258536,0.027300268
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.10257662,0.24606852,0.19163835,0.4597165
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.18511294,0.3458365,0.3918841,0.07716655
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,True,0.15503742,0.47754887,0.32821423,0.039199598
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.03574839,0.20571777,0.04050823,0.71802557
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,True,0.13429178,0.32214925,0.22140972,0.32214925
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,False,0.27159798,0.6515297,0.06867073,0.008201549
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,False,0.30866745,0.44910848,0.11355241,0.12867174
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.12804471,0.73684645,0.047105014,0.08800376
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,True,0.3966171,0.44942608,0.053676292,0.100280516
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.38024554,0.48824495,0.035368346,0.09614113
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,0.06692064,0.92381084,0.0037754038,0.0054931804
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,False,0.44350412,0.34540135,0.1121354,0.09895915
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,False,0.14664404,0.21336582,0.18829468,0.45169547
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.13832484,0.48280114,0.17761262,0.20126146
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,True,0.31979534,0.59745634,0.03370618,0.049042203
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,False,0.3643909,0.412909,0.10439975,0.118300416
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.19470254,0.52925634,0.17182438,0.104216754
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.49941024,0.38894108,0.02486417,0.08678449
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.1511253,0.6772966,0.13336761,0.03821046
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,False,0.16555324,0.5778376,0.06901286,0.1875964
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.066770405,0.26408207,0.11008579,0.55906177
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.7489349,0.24314357,0.00445333,0.0034682567
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,0.17422156,0.6890596,0.072626345,0.06409253
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.55979186,0.38473895,0.04055119,0.014917947
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,False,0.19593963,0.5326191,0.15259793,0.11884339
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.23705068,0.3908305,0.2091965,0.16292238
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.7567025,0.2167989,0.010793781,0.015704859
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,True,0.19095409,0.21637933,0.27783656,0.31483006
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.12303432,0.295144,0.20284931,0.37897238
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,0.11970383,0.28715456,0.11970383,0.47343782
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.32412055,0.3672767,0.13511355,0.17348923
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,False,0.08163343,0.46976796,0.41456875,0.03402988
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,True,0.18981485,0.51597023,0.079126604,0.21508838
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,False,0.41072923,0.36246726,0.17121741,0.055586156
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,True,0.57414573,0.27120724,0.113056,0.041590977
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.110636264,0.14205977,0.110636264,0.6366677
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,True,0.21961151,0.0915477,0.012389634,0.6764511
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,False,0.08957603,0.35428005,0.31265104,0.24349289
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.07656879,0.2672513,0.6411026,0.015077288
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.35278094,0.31132808,0.14706098,0.18883003
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.39111185,0.50219756,0.046711653,0.059978947
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.1571279,0.48398802,0.20175622,0.1571279
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.016847007,0.15983996,0.81173426,0.011578767
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,True,0.29494116,0.5510226,0.031086568,0.122949764
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.92205375,0.052018713,0.016888004,0.009039497
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.31279474,0.6621865,0.0094455825,0.015573135
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,False,0.20126146,0.48280114,0.17761262,0.13832484
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,False,0.42877108,0.42877108,0.058027856,0.08443003
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,0.036812373,0.9494036,0.0018327801,0.011951228
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.710449,0.26135957,0.011483338,0.01670816
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.23185657,0.18057008,0.556195,0.031378377
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,False,0.17196932,0.6801519,0.09204855,0.055830266
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.096111916,0.8047352,0.024300897,0.074852034
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.16278577,0.20902108,0.5014155,0.1267777
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.48367804,0.37668884,0.074174434,0.06545871
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,False,0.48296547,0.48296547,0.010023628,0.024045434
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,False,0.1674825,0.51588243,0.10158327,0.21505179
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,False,0.29681277,0.43186003,0.23115803,0.040169243
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,False,0.3730048,0.4226698,0.12109693,0.08322862
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,True,0.21170604,0.44818172,0.12840621,0.21170604
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,False,0.29190114,0.3748085,0.15624341,0.17704698
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,True,0.13145195,0.4588124,0.13145195,0.27828377
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,False,0.1570872,0.70401603,0.030932305,0.10796436
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,False,0.037383217,0.58477193,0.2762267,0.101618126
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.70813936,0.2605099,0.014696963,0.016653841
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,False,0.22207476,0.4701323,0.2516437,0.056149296
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,0.013381318,0.11204041,0.8278729,0.04670539
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,False,0.2662129,0.34182414,0.2662129,0.12575008
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.29947364,0.43573156,0.05896985,0.20582502
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.091396935,0.21924984,0.6753371,0.014016174
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.16292238,0.3908305,0.23705068,0.2091965
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.13370606,0.32074416,0.13370606,0.41184366
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,False,0.23111531,0.33627078,0.0963432,0.33627078
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,0.26402947,0.6333738,0.01687884,0.08571782
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,False,0.15184091,0.6805037,0.10435863,0.06329671
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.6976893,0.25666556,0.027052348,0.01859279
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.18468855,0.4430448,0.20927955,0.16298708
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,False,0.063215144,0.5997686,0.015983291,0.321033
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.00896278,0.075044446,0.80680376,0.10918901
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.22137071,0.77265966,0.004054546,0.0019152319
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.24103393,0.27312723,0.27312723,0.2127117
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,False,0.13402195,0.46778256,0.033886056,0.36430943
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.29928893,0.493444,0.11010224,0.097164884
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,True,0.21519046,0.21519046,0.16759048,0.40202868
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.6812854,0.284002,0.020573037,0.014139626
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.7160087,0.2634049,0.00901322,0.011573203
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.21852769,0.36029124,0.10322517,0.3179559
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,True,0.21439138,0.35347164,0.18919975,0.24293727
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,False,0.33248794,0.33248794,0.17796798,0.15705618
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.007972681,0.058910582,0.9215166,0.011600182
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,False,0.24688137,0.6710931,0.048613824,0.033411756
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.58212394,0.40008757,0.012081596,0.005706942
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.20735745,0.7237486,0.02806278,0.040831104
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.5962549,0.21934992,0.0336384,0.15075685
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,False,0.3179559,0.36029124,0.10322517,0.21852769
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,True,0.62327236,0.25981858,0.021327207,0.09558192
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,False,0.39413646,0.3069538,0.21096605,0.08794373
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.34975895,0.39632884,0.21213955,0.04177275
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,True,0.69422317,0.25539044,0.03916539,0.011221073
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,True,0.93836325,0.059987552,0.001245002,0.00040419298
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,True,0.2772748,0.2772748,0.16817567,0.2772748
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.07989146,0.31597686,0.24608302,0.35804868
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,False,0.133599,0.4115139,0.4115139,0.043373246
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.5207642,0.45957276,0.013877895,0.005785167
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,True,0.08407842,0.2934625,0.07419894,0.54826015
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,True,0.5695193,0.3454309,0.025022931,0.060026888
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,True,0.022802005,0.35668337,0.21633941,0.40417522
