0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceD_probs
What children's TV character is known as 'Da Niao' in China?,Barney,Big Bird,Mickey Mouse,Tinky Winky,B,False,0.39267126,0.09928284,0.23816717,0.26987875
On Valentine's Day 2000 NASA's NEAR spacecraft began a yearlong orbit of what asteroid?,Eros,Cupid,Aphrodite,Venus,A,True,0.77043664,0.0066655832,0.2207338,0.0021639979
"The gasoline tank in a car holds 15 gallons when full. If there are 7 gallons of gasoline in the tank, how many gallons of gasoline are needed to fill the tank? Which of the following is most appropriate to use to correctly answer the question shown?",Multiplication,Subtraction,Estimation,Division,B,False,0.059583135,0.16196376,0.7258712,0.052581936
What cartoon character traveled in a time machine with Mr Peabody?,Rocky,Jonny Quest,Underdog,Sherman,D,False,0.027408483,0.48582697,0.4287408,0.05802376
Which of these is a type of a artwork consisting of pieces of wood inlaid in geometric patterns?,marquetry,parquetry,harquetry,sharquetry,B,True,0.01402837,0.9834647,0.0024377655,6.9154084e-05
What term describes someone who does not believe in the existence of God?,hedonist,deist,agnostic,atheist,D,True,0.00017886782,8.449118e-05,0.003592656,0.99614394
What animated character has a crush on the Little Red Haired Girl?,Richie Rich,Charlie Brown,Bugs Bunny,Jonny Quest,B,False,0.02115994,0.121767044,0.70072097,0.15635198
Which of these dishes is made from pig intestines?,haggis,chitlins,grits,chop suey,B,False,0.7750429,0.22205351,0.002795241,0.00010838327
Water's high heat capacity allows it to,change density significantly as its temperature changes,gain and lose large amounts of heat without significantly changing the temperature of the water,conduct sound efficiently without significant loss of velocity as the sound waves travel long distances,cause the ocean's surface temperature to fluctuate rapidly as the seasons change,B,True,0.0007947771,0.98762834,0.0040362114,0.0075406353
Which of the following is the government regulator for all securities firms operating in the United States?,Federal Trade Commission,Federal Deposit Insurance Corporation,Federal Reserve Board,Financial Industry Regulatory Authority,D,True,4.0009636e-05,2.426707e-05,0.0013249372,0.99861073
Which of the following elements is a metal?,S,Se,I,Ga,D,True,0.04957982,0.014204855,0.2517871,0.6844283
How many ribs are there in the human body?,18,24,30,42,B,False,0.0057652188,0.21633825,0.75509465,0.022801884
Which of these snakes is poisonous?,anaconda,boa constrictor,copperhead,python,C,True,0.14916156,0.022874666,0.7575049,0.07045893
What's unique about a skeleton key?,It opens many locks,It's made of bone,It's extremely old,It hangs in a closet,A,True,0.99468464,0.0031658632,0.0019201931,0.00022933436
What color is a ruby?,red,black,yellow,blue,A,True,0.99765563,0.00029535068,0.0019259285,0.00012312048
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,True,0.05629976,0.0067240475,0.05629976,0.88067645
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,True,5.8248086e-05,3.1177955e-05,0.000709607,0.999201
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.0008708877,0.3100575,0.65639174,0.03267982
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,1.6684791e-05,0.9989876,0.0009109588,8.473237e-05
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,6.880362e-05,0.9784807,0.0179215,0.0035289524
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,True,4.5349596e-05,3.1168292e-05,0.001032152,0.9988913
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.071414605,0.038225487,0.52768654,0.3626733
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,False,0.0026682012,0.010552941,0.94994545,0.036833383
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.0008000397,0.00042823036,0.0046039103,0.9941678
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,True,0.07282055,0.4748496,0.36981326,0.08251649
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.095000826,0.22789513,0.057620913,0.6194832
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.01383485,0.010774592,0.48769525,0.48769525
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,True,0.0008711311,0.0018441846,0.041973446,0.95531124
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,True,0.0011307875,0.0039468366,0.96575904,0.029163396
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.9018005,0.02403217,0.016517052,0.057650175
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.032257184,0.18562728,0.5717723,0.21034327
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.0003243882,0.029200496,0.9669876,0.003487502
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.00082331797,0.90287775,0.065404244,0.030894777
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,False,0.040169243,0.23115803,0.43186003,0.29681277
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,0.00026056042,0.9973278,0.0021816457,0.00022994376
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,6.601499e-05,7.480478e-05,0.99937147,0.00048778846
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.17888655,0.2602784,0.48626405,0.07457101
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,True,0.00069962186,0.0066378275,0.007521644,0.9851409
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,True,0.028256882,0.12663856,0.3442393,0.5008652
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.036753908,0.83651507,0.11321,0.013521006
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,6.310123e-05,0.79193944,0.20023365,0.007763901
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.043115273,0.28114688,0.08054993,0.59518796
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.0031479646,0.005881172,0.77028155,0.22068937
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.0001387579,3.508349e-05,0.9922502,0.0075759236
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,8.4714455e-05,0.9987764,0.0008037483,0.00033505214
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,True,6.5321615e-06,0.9987281,0.0011693903,9.598941e-05
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.06579753,0.05806612,0.07455837,0.801578
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,False,0.02924965,0.0011341319,0.96861535,0.0010008679
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,3.1179505e-05,0.0002303871,0.9992507,0.00048772953
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,0.00010794598,0.99115974,0.008575212,0.00015706048
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,3.119317e-05,1.8919613e-05,0.9996886,0.00026117722
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,1.3004436e-05,2.7530392e-05,0.99978,0.0001795207
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.71853924,0.016898423,0.2643358,0.00022643899
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,True,0.73598313,0.07757205,0.16422004,0.022224765
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.20242381,0.065717384,0.6235092,0.10834966
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.08588817,0.014925127,0.6346325,0.2645542
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,True,0.0006178387,0.9858183,0.012409622,0.0011542746
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.9941817,0.0021747637,0.003585579,5.7955487e-05
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,True,4.4840268e-05,0.0013104246,0.010972052,0.9876726
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,True,0.010500838,0.011899008,0.94525534,0.03234486
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.9426102,0.036548965,0.015235875,0.005604965
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.51334155,0.061309908,0.3997908,0.02555777
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.0011747434,0.5370277,0.17434737,0.28745022
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.00060229446,0.84809375,0.1473766,0.003927453
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,1.22179e-05,2.1443082e-05,0.9998915,7.484371e-05
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.00013974894,3.5334066e-05,0.0004877717,0.99933714
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.00013978426,4.004886e-05,0.99958974,0.00023046527
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,5.9556246e-06,1.8344615e-05,0.75489664,0.24507906
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,1.8922343e-05,8.396739e-06,0.00013981826,0.99983287
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.2565876,0.044588238,0.15562825,0.54319596
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.60254335,0.17263156,0.22166331,0.0031618574
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,True,0.9711783,0.022839924,0.005096276,0.0008856
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.00010805271,0.99213964,0.003157763,0.004594518
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,True,0.012152813,0.96541756,0.020036602,0.002393031
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,True,0.0068217996,0.050406657,0.6140788,0.32869273
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,0.00033434998,0.9966833,0.002180236,0.00080206397
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,True,6.1437636e-06,2.4299055e-05,0.9999269,4.264617e-05
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,False,0.12681997,0.03633453,0.26847786,0.56836766
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.0059941937,0.6114244,0.09376497,0.28881642
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,True,0.0002911044,0.9833123,0.012378075,0.0040185726
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,True,0.98537225,0.010946496,0.0031362239,0.00054499396
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.002852287,0.050557993,0.7908601,0.15572959
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.78163046,0.06416014,0.034342445,0.119866915
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.012146265,0.015596113,0.51647234,0.45578524
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,9.3893075e-05,0.00013661363,0.4072395,0.59252995
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,True,0.5386142,0.05676952,0.034432452,0.3701838
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.4626053,0.40824774,0.08038875,0.04875824
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,3.7128917e-05,0.5620781,0.43774688,0.00013795066
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.62336415,0.13909134,0.20237671,0.0351678
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.0030101477,0.017322203,0.83463055,0.14503704
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.030343229,0.13598892,0.60946006,0.22420783
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.98644024,0.010958361,0.002445141,0.00015631263
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,True,0.0006150729,0.00047901925,0.13281877,0.86608714
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.3934447,0.06837043,0.3934447,0.14474021
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,9.5912925e-05,4.5306057e-05,0.0019264626,0.9979323
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.054639876,0.02277729,0.7542802,0.16830267
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,3.7618312e-05,5.1418137e-05,0.99948055,0.0004305188
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.3607861,0.17042328,0.15039802,0.31839263
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,2.752381e-05,5.142125e-05,0.99954104,0.00037995452
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,0.064857796,0.012771255,0.8953342,0.02703675
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.005650354,0.002355418,0.04175078,0.9502434
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,False,0.0017422244,0.00064092857,0.9024946,0.095122226
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,1.1473045e-05,1.0777928e-05,0.00048784626,0.9994899
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,2.752341e-05,6.6025226e-05,0.9995265,0.000379949
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.0019204911,0.0013199329,0.994839,0.0019204911
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,True,0.015136054,0.11184115,0.8264005,0.046622325
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.015221036,0.12744416,0.6472149,0.2101199
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,1.669842e-05,2.1441194e-05,0.9998035,0.00015843018
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,True,8.142171e-05,0.79583085,0.20121755,0.0028702142
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.97825056,0.008463526,0.007469035,0.005816891
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.00069561286,0.012330033,0.007478543,0.9794958
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,False,0.05964536,0.20818275,0.38893658,0.3432353
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,True,0.00040470515,0.829152,0.16326971,0.0071735703
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,2.4176485e-05,0.99488306,0.0046072225,0.0004855977
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.8080048,0.031329744,0.15910558,0.0015598162
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,2.752923e-05,3.1194704e-05,0.9997378,0.00020341502
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,True,0.34366152,0.18394876,0.23619488,0.23619488
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.00041667878,0.96734995,0.022749892,0.009483565
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,2.2820024e-05,1.3841045e-05,0.99962795,0.00033533783
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.9437601,0.010484228,0.032293692,0.0134620145
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,1.6414337e-05,0.9827943,0.01588539,0.0013039522
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.0015705902,0.0008406763,0.9219135,0.07567527
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.99754083,0.0007084279,0.0016994304,5.131835e-05
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.98230517,0.008498605,0.008498605,0.000697608
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.0034017356,0.019575637,0.83237725,0.14464548
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.009168658,0.0029766276,0.16251837,0.82533634
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,True,0.0058033154,0.5223978,0.19217943,0.27961943
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.0008871489,0.017818863,0.0084170345,0.9728769
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,True,0.0002898028,0.00047780407,0.97891563,0.020316746
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.9849496,0.0058567245,0.0051685413,0.0040252637
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,4.006032e-05,2.5864887e-05,0.9998758,5.8287424e-05
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,3.533278e-05,3.761155e-05,0.99930084,0.0006262885
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.021268375,0.016563827,0.90435433,0.057813436
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,True,0.41865873,0.026763957,0.13591859,0.41865873
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,4.005468e-05,4.5387904e-05,0.99973506,0.00017951264
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.23225425,0.03561734,0.29822037,0.43390805
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.036637858,0.0016097551,0.12787868,0.83387375
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,True,0.7285652,0.041102838,0.06776712,0.16256487
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,2.0117826e-05,0.9985967,0.0013249186,5.821286e-05
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,2.428556e-05,5.1412535e-05,0.0005527368,0.9993716
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.71499753,0.08539428,0.12424794,0.07536019
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.0060135922,0.04443477,0.8924962,0.057055373
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,False,0.0004701928,0.7502358,0.005728121,0.2435659
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,2.0140047e-05,1.8919824e-05,0.9996997,0.0002611801
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.00015831972,0.99910635,0.00070953975,2.5844982e-05
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.11830386,0.029911898,0.3215832,0.5302011
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,1.7770755e-05,7.885725e-06,0.000430546,0.9995437
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.008641705,0.08199022,0.68649566,0.22287251
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,True,0.0005521207,2.1408041e-05,0.0011688394,0.9982576
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.9494734,0.008214555,0.04171695,0.00059506035
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.17874719,0.62388897,0.074512914,0.12285102
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.9289471,0.04624955,0.021846741,0.002956635
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.0052444944,0.056383625,0.8819883,0.056383625
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.021628732,0.007956766,0.6320842,0.3383303
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,7.021588e-05,4.00078e-05,0.9985649,0.0013248763
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.001221465,0.0025858413,0.9206233,0.07556936
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.9900591,0.0058871065,0.0035707105,0.00048324314
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.013098517,0.05180564,0.91827697,0.016818829
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.99701107,0.0016985278,0.0011673799,0.00012304094
