0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_correct,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpaca_combine_6k_52000_choiceD_probs
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,False,0.89921665,0.044769358,0.02114755,0.03486641
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,True,0.0051685404,0.005856724,0.0040252632,0.98494947
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.8581869,0.13160723,0.005102966,0.005102966
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,False,0.79218256,0.13766068,0.030716252,0.039440446
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.0019244686,0.99689937,0.00055136945,0.00062478345
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,False,0.86195713,0.11665321,0.013932239,0.0074573904
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,True,0.93466324,0.041066237,0.009163115,0.015107424
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,True,0.6552348,0.2127236,0.053784948,0.07825664
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.9745729,0.009554376,0.0084317075,0.007440956
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,True,0.109320104,0.8077724,0.024392612,0.058514837
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.97237253,0.010802083,0.00841267,0.00841267
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.923535,0.035809338,0.009054018,0.03160163
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,False,0.90520287,0.045067396,0.014631242,0.035098523
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,False,0.1351949,0.5347062,0.28620762,0.043891355
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.9610539,0.019946037,0.0034661016,0.015533989
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.94911194,0.025292976,0.008211427,0.017383592
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.8054217,0.17971388,0.007896076,0.006968263
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.42841375,0.5500941,0.010075326,0.011416839
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,True,0.18172371,0.05899705,0.04054804,0.7187312
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,0.084878325,0.912528,0.0017615934,0.0008321178
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.0016475527,0.015631543,0.9670894,0.015631543
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.8447496,0.12954655,0.013654106,0.012049706
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,False,0.83803105,0.08832782,0.036820516,0.036820516
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.881194,0.092877164,0.009789181,0.016139632
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,True,0.6304323,0.33744612,0.013084205,0.019037407
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.01796776,0.9810065,0.0006966857,0.000329091
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.9782355,0.015811704,0.0024248033,0.003528068
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.38190207,0.23163532,0.26247722,0.12398545
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,True,0.88199586,0.043911986,0.043911986,0.030180238
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,0.13010207,0.848372,0.009424562,0.012101376
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,True,0.029091582,0.9633809,0.0044613383,0.0030662303
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.9381756,0.036377016,0.0033835897,0.022063777
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,True,0.98496693,0.012398904,0.0011532777,0.0014808378
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,False,0.55757135,0.027759843,0.38321283,0.031456023
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,0.047122836,0.9464875,0.0056280205,0.0007616697
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.00068675785,0.006515777,0.96702707,0.025770398
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,0.0065439874,0.01569821,0.9712138,0.0065439874
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.9264989,0.05226949,0.008015786,0.013215796
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,True,0.784851,0.13638666,0.044278264,0.034483947
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,True,0.84484524,0.07858285,0.047662906,0.028909015
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.2766522,0.19014007,0.13068123,0.40252653
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,True,0.027432628,0.90844387,0.024209209,0.03991424
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.99881196,0.00080377696,0.00012326319,0.00026094817
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,False,0.6512745,0.21143787,0.06864382,0.06864382
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,False,0.8626226,0.07080837,0.01790316,0.048665836
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.87179613,0.11798477,0.0035628316,0.006656246
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.93779707,0.041203927,0.009193839,0.011805123
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.28281927,0.6784482,0.026306292,0.012426212
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.6533484,0.27235612,0.0325283,0.041767165
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.0013111652,0.22050408,0.76963484,0.008549871
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.022517294,0.010636416,0.009386604,0.9574597
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,False,0.52925634,0.19470254,0.17182438,0.104216754
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.901506,0.057631347,0.010014827,0.030847838
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.012110499,0.012110499,0.013722992,0.96205604
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.59704375,0.19383173,0.091559626,0.11756489
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.98478585,0.014047216,0.0007924897,0.00037434563
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,True,0.71698374,0.26376358,0.010227223,0.009025494
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.02869341,0.9501952,0.010555715,0.010555715
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,False,0.9524674,0.03693117,0.0023609307,0.008240458
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.8613698,0.102875955,0.01787716,0.01787716
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,0.08468936,0.91049635,0.002256895,0.002557397
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,False,0.7261431,0.2080435,0.04096619,0.02484725
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,True,0.93122447,0.05253609,0.0071099866,0.009129403
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,False,0.7812642,0.1743236,0.020819984,0.023592135
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,False,0.94236857,0.046917766,0.0063496293,0.0043640323
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,True,0.8765441,0.104688264,0.014168016,0.0045996816
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.055523127,0.8685279,0.055523127,0.020425819
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.99382764,0.005215129,0.00015748324,0.0007997659
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,True,0.8588131,0.1025706,0.022886593,0.01572971
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,False,0.01992642,0.9601087,0.0023798717,0.017585004
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,True,0.89248466,0.05035054,0.01273061,0.044434194
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.97626954,0.017881,0.00274214,0.003107252
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,0.004060358,0.9935368,0.0019179772,0.00048494057
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.9042433,0.084107734,0.0069039827,0.004745033
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,False,0.33624738,0.5543782,0.08501665,0.024357678
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,True,0.55676156,0.298013,0.10963286,0.035592575
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.97851425,0.013957756,0.003998964,0.0035290734
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.5930447,0.11677743,0.042960014,0.2472178
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.18588826,0.16404583,0.077489756,0.57257617
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,False,0.9174722,0.04567825,0.0054554893,0.031394172
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.4679368,0.32160798,0.092142224,0.118312955
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,0.005154074,0.005154074,0.9821927,0.0074991337
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.9670245,0.022742238,0.008366401,0.0018667965
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,False,0.9067174,0.074427895,0.014655722,0.0041989344
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,True,0.74437076,0.019836808,0.1882064,0.047586028
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,False,0.5290912,0.04921315,0.17177075,0.24992497
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,False,0.6245269,0.031093363,0.010094537,0.3342852
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,0.03654881,0.09934996,0.032254208,0.831847
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.034948893,0.05085034,0.9013438,0.012856979
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.7558958,0.1488447,0.062047705,0.033211745
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.7718121,0.19514465,0.020568095,0.01247518
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.2602784,0.48626408,0.17888656,0.07457101
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.00015681262,0.008561679,0.9895956,0.0016858947
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,False,0.90176415,0.07402131,0.011351536,0.012862975
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.98946404,0.0040437137,0.001910115,0.0045821276
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,True,0.97630197,0.0202625,0.0027422314,0.0006933446
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,False,0.3575235,0.3575235,0.11607089,0.16888215
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,False,0.9849843,0.010942187,0.002766618,0.0013068578
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,0.005139651,0.979444,0.004535726,0.01088064
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.9311327,0.05952532,0.0038053265,0.0055367174
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.0026824996,0.022460295,0.95503604,0.01982114
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,True,0.87079585,0.1178494,0.009673668,0.0016810314
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.017607551,0.9613397,0.013712774,0.0073399195
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.061373785,0.054162174,0.84723896,0.037225083
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.8349845,0.12804902,0.01732955,0.019636953
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.05983866,0.93603414,0.0023201967,0.001806971
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,False,0.8878179,0.072876535,0.020879477,0.018426072
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.9377972,0.04669017,0.0091938395,0.0063188276
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.99214774,0.0045945556,0.00079841405,0.0024592886
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.58186144,0.311448,0.06949344,0.037197158
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,False,0.6093856,0.19783854,0.11999514,0.072780736
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,True,0.113182135,0.83630913,0.025254348,0.025254348
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,False,0.9489328,0.0416932,0.0043944307,0.0049795425
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,False,0.72876334,0.07681109,0.12664008,0.06778555
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.98123175,0.015860135,0.0018942229,0.0010139045
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,0.17125408,0.13337281,0.67732304,0.018050047
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,False,0.55892944,0.1413195,0.23299645,0.0667546
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,False,0.551339,0.22983228,0.12302036,0.09580835
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,True,0.9418112,0.041380297,0.006345874,0.010462577
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.0003739311,0.012382898,0.9836954,0.0035477595
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,True,0.5732747,0.21089597,0.08791452,0.12791488
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,False,0.87246984,0.05577513,0.015979843,0.05577513
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,True,0.89197516,0.039190654,0.018512353,0.050321795
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,0.06733583,0.9295424,0.002033366,0.0010883822
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,False,0.46898237,0.10464411,0.012497957,0.4138755
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.9695127,0.025836637,0.003962177,0.0006885231
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.008908867,0.9087292,0.031095002,0.051266994
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.04596594,0.019161455,0.01162201,0.9232506
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.0013982423,0.059454776,0.9300292,0.009117685
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.31997564,0.6773885,0.0014817814,0.0011540125
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.7487331,0.13011031,0.04224063,0.07891589
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,False,0.8863889,0.0642098,0.0052706613,0.0441307
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.44667017,0.34786707,0.14501257,0.060450234
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,False,0.95688534,0.032742813,0.0020931782,0.00827868
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.98991257,0.008564422,0.0009026834,0.00062040467
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.96857977,0.025811777,0.0016500917,0.003958364
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.6137053,0.37223107,0.005309591,0.008754035
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,True,0.0901792,0.4041551,0.3147563,0.19090936
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,False,0.9698289,0.020128157,0.0016522198,0.008390664
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.054645848,0.14854282,0.6657227,0.13108858
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,False,0.6865659,0.22289531,0.056356758,0.0341821
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.9346274,0.059748728,0.0038196086,0.0018042554
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.17952514,0.8045758,0.008938029,0.0069609447
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.9976947,0.0013237217,0.0005518093,0.00042974955
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,False,0.41807723,0.4737436,0.04406502,0.06411422
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,True,0.91915256,0.040384747,0.00482327,0.035639413
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,False,0.51626015,0.061658483,0.40206382,0.020017577
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.9817795,0.0058378745,0.0027576166,0.009625027
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,True,0.59821886,0.32020348,0.04333483,0.03824285
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,True,0.98951423,0.008560975,0.0009023202,0.0010224627
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,True,0.93597764,0.052804243,0.0063065677,0.00491156
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.14761534,0.0790128,0.18954185,0.58383
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,True,0.20462705,0.14063798,0.6302957,0.024439216
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.88405234,0.105584994,0.0067498228,0.00361292
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,True,0.33986974,0.12503108,0.04059165,0.49450752
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,True,0.98897576,0.007550923,0.0010219063,0.002451426
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,False,0.62836134,0.20399906,0.058446713,0.109192826
