0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceD_probs
Which of these snakes is poisonous?,anaconda,boa constrictor,copperhead,python,C,True,0.30455893,0.22282009,0.36736822,0.10525276
What's unique about a skeleton key?,It opens many locks,It's made of bone,It's extremely old,It hangs in a closet,A,True,0.74632525,0.21382578,0.037157346,0.0026916692
What color is a ruby?,red,black,yellow,blue,A,True,0.97595435,0.011541114,0.0108418735,0.0016626552
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,True,0.19887567,0.12840378,0.16487372,0.50784683
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,True,0.01603311,0.02191466,0.08667417,0.8753781
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,True,0.24959008,0.49636915,0.22026248,0.033778343
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,0.015680764,0.97013456,0.013838226,0.00034643323
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.013077763,0.9759519,0.010184973,0.0007853807
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,True,0.17597646,0.18732597,0.18732597,0.44937164
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.16580065,0.13745356,0.42338678,0.27335906
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,False,0.26463452,0.26463452,0.2998702,0.1708609
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.15290196,0.09872093,0.1436381,0.604739
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.16529638,0.21224476,0.3965254,0.22593339
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,True,0.24223028,0.48173243,0.13801865,0.13801865
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,True,0.20173603,0.17803141,0.24334009,0.3768925
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,False,0.27972725,0.21785182,0.29776812,0.20465285
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,True,0.14760795,0.37693012,0.40124002,0.07422195
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.3910585,0.23718898,0.11926611,0.25248635
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,True,0.18750352,0.47880703,0.27281603,0.060873486
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,True,0.14082626,0.4337754,0.40749428,0.017904049
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.07750905,0.78281367,0.12779082,0.011886397
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,True,0.1386651,0.1780495,0.22862008,0.45466533
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,0.11217719,0.778664,0.092998154,0.016160656
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.13257864,0.20534182,0.6324973,0.029582294
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.25503168,0.19861887,0.3710689,0.17528053
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,False,0.15427968,0.44642302,0.22447559,0.17482176
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.2898694,0.22575052,0.212073,0.2723071
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.19862841,0.25504395,0.50721544,0.039112255
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.03333147,0.91507125,0.048497,0.0031003095
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,True,0.2245522,0.4195187,0.21094726,0.14498179
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.37672237,0.33245632,0.1894279,0.101393454
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.13334265,0.07137318,0.767334,0.02795014
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,0.069039874,0.89532274,0.030636258,0.005001232
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,True,0.051675253,0.9159658,0.029443674,0.0029153184
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.23222058,0.23222058,0.21815103,0.31740788
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,True,0.67563164,0.13303976,0.1507538,0.040574834
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,0.13173617,0.13173617,0.712159,0.024368739
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,0.03211201,0.93845046,0.028338749,0.0010988124
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.02123409,0.0137097575,0.96112823,0.0039279116
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,0.015502964,0.021190042,0.95913446,0.0041725663
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,True,0.27362067,0.3100528,0.35133588,0.0649906
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,True,0.47848102,0.2902134,0.1370871,0.0942185
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.26665846,0.20767382,0.1832715,0.34239623
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.17755257,0.10769107,0.6197193,0.09503704
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,True,0.111041896,0.82049483,0.06326977,0.0051934985
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,False,0.21789306,0.3592449,0.40707782,0.01578412
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,True,0.06551387,0.06973916,0.11498044,0.7497666
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,True,0.15771885,0.22947958,0.5171402,0.09566132
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.36427975,0.3019985,0.16164815,0.17207356
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.5411324,0.3282134,0.12074296,0.009911186
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.14842582,0.33448273,0.20287403,0.31421745
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,True,0.12340952,0.27810764,0.55308306,0.045399822
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.02293758,0.055024393,0.9162384,0.005799528
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.033857513,0.00856052,0.028068865,0.92951316
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.20754485,0.26649287,0.49787423,0.028088141
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.017094359,0.038522735,0.87677336,0.067609504
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.014736923,0.011477128,0.062044766,0.9117412
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.20921253,0.11920569,0.3044024,0.3671794
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.5319311,0.41426837,0.0494773,0.004323278
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,True,0.47946492,0.2731909,0.1998707,0.047473457
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.027089877,0.95495105,0.01643084,0.0015283062
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,True,0.15414082,0.7827917,0.05670524,0.0063621514
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.2656069,0.341046,0.341046,0.0523011
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,0.06578968,0.9081985,0.022736304,0.0032754752
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,True,0.18505578,0.18505578,0.324783,0.3051054
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,True,0.53514606,0.2527851,0.14403261,0.06803619
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.20643127,0.59732866,0.13328205,0.06295797
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,True,0.049142975,0.9272599,0.021807063,0.0017900327
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,True,0.6094554,0.27044418,0.08780038,0.032299954
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.17199029,0.36410344,0.3875861,0.07632022
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.77566224,0.18423593,0.036278207,0.0038236948
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.21563075,0.26010033,0.19029348,0.33397543
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.070521794,0.10922629,0.1916981,0.62855387
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.25284103,0.23752218,0.18498246,0.3246543
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.7467687,0.17737311,0.06129851,0.014559671
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,0.020951381,0.9483319,0.03048408,0.0002327488
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.5852359,0.33345738,0.06989646,0.011410283
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.20033172,0.22700559,0.51156497,0.061097723
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.20925406,0.5019744,0.2524086,0.036362905
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.96646124,0.024194883,0.0089008,0.00044314476
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,True,0.081907935,0.13504335,0.3670859,0.41596282
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.2354849,0.284049,0.38824895,0.09221721
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,0.012631673,0.008155622,0.03655096,0.9426617
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.28564495,0.39043033,0.23680797,0.087116785
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,0.014630239,0.0187856,0.9635175,0.003066665
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,True,0.21049342,0.39325345,0.21049342,0.18575977
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,0.050020944,0.10589435,0.83292353,0.011161181
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,0.36813942,0.20975952,0.39188236,0.030218722
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.29443327,0.14805034,0.24409376,0.3134226
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,False,0.23895921,0.32661852,0.37010726,0.064315
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,0.056021612,0.033978824,0.086767964,0.8232316
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.02223266,0.028547298,0.94535667,0.0038634567
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.29091963,0.24118085,0.42328554,0.044613965
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.16785866,0.402672,0.37827533,0.051194
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.14496991,0.2883071,0.44653875,0.12018427
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.0027841867,0.0048864,0.99123913,0.0010903032
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,True,0.04197291,0.89742035,0.05737016,0.0032366032
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.9319384,0.04639848,0.017069047,0.004594072
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.14902672,0.20369536,0.1586381,0.48863977
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,True,0.1896884,0.14772949,0.17819577,0.48438632
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,True,0.10723555,0.8434729,0.041994043,0.0072974702
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,0.020097781,0.9683653,0.010757566,0.00077927555
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.623854,0.21559818,0.13920064,0.02134711
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.052231677,0.07139224,0.86973554,0.006640513
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,True,0.668572,0.21705355,0.0849994,0.029375004
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.036433186,0.9396243,0.020759005,0.0031834967
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.026517967,0.03198677,0.9347905,0.0067047914
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.4408972,0.3433711,0.18379329,0.031938486
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.10398625,0.81791514,0.06713856,0.010960069
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.15891665,0.23122239,0.4058079,0.20405303
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.94188917,0.04138372,0.016206099,0.0005209442
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.89036024,0.07308522,0.03243137,0.0041231858
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.1750619,0.34815216,0.41995168,0.056834277
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.11179357,0.11900363,0.26817885,0.501024
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,False,0.14939775,0.15903307,0.23139176,0.46017745
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.12345385,0.042664506,0.12345385,0.7104278
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,True,0.12741786,0.119697995,0.6888144,0.064069726
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.65047276,0.23929556,0.053394057,0.056837674
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,0.094489664,0.20003463,0.69818944,0.007286261
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,0.02764943,0.042824276,0.91562337,0.013903006
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.14298262,0.19543406,0.6019793,0.059604026
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,True,0.3739808,0.15589838,0.21308784,0.257033
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.054141477,0.095021255,0.84691525,0.0039219954
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.24508989,0.26089683,0.31470165,0.1793116
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,False,0.275029,0.13829327,0.3116487,0.275029
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,True,0.4944954,0.18191469,0.14167531,0.18191469
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,0.022745578,0.96716654,0.009481767,0.0006061491
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,0.055775132,0.015979843,0.055775132,0.8724699
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.39386898,0.37000567,0.18605053,0.050074823
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.20957088,0.36780834,0.34552395,0.07709682
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.028278444,0.063726455,0.028278444,0.8797166
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.010147456,0.014764461,0.972357,0.0027311505
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.027281104,0.96169204,0.010683433,0.00034341842
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,True,0.22709173,0.22709173,0.42426318,0.121553436
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,0.024382532,0.022905268,0.0377644,0.91494775
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.13340895,0.465643,0.32003143,0.08091662
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,True,0.29958624,0.035780475,0.1706991,0.4939342
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.78023905,0.15363818,0.060165577,0.005957199
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.2494824,0.56221724,0.14215077,0.0461496
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.6669617,0.17951031,0.11590057,0.037627406
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,True,0.21320687,0.3741897,0.3515187,0.061084792
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.22308189,0.17373635,0.53514564,0.06803614
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.039654694,0.044934653,0.90253663,0.012873993
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.15756264,0.15756264,0.62317234,0.06170242
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.7350621,0.13597283,0.11272543,0.016239638
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.18947549,0.48384264,0.27568525,0.05099664
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.7281937,0.22208653,0.046551865,0.0031678942
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,True,0.15619406,0.17699106,0.54517084,0.121644065
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,True,0.7296267,0.16280173,0.06375407,0.04381749
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,True,0.01675924,0.0074368673,0.9740374,0.0017664109
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.21995722,0.17130284,0.43743715,0.17130284
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,True,0.37844637,0.33397776,0.22953933,0.058036633
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,True,0.9796174,0.010882567,0.009021964,0.0004781466
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,True,0.47655544,0.32753146,0.18662179,0.009291352
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.20331767,0.13127175,0.26106507,0.40434548
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,True,0.19314894,0.23298208,0.52503324,0.048835702
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,True,0.13621043,0.37025833,0.25447458,0.23905675
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,True,0.12611577,0.043584444,0.104553655,0.72574615
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,False,0.24508989,0.26089683,0.31470165,0.1793116
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,True,0.16813157,0.11555502,0.2298086,0.48650482
