0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
Which of these snakes is poisonous?,anaconda,boa constrictor,copperhead,python,C,False,0.002404026,0.08474483,0.10881452,0.8040366
What's unique about a skeleton key?,It opens many locks,It's made of bone,It's extremely old,It hangs in a closet,A,False,0.029356835,0.2785299,0.10246543,0.5896478
What color is a ruby?,red,black,yellow,blue,A,False,0.05700087,0.08293577,0.07319057,0.78687274
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,True,0.013409567,0.12722643,0.12722643,0.73213756
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,True,0.0045965738,0.055997733,0.06345375,0.87595195
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.020190911,0.13166128,0.09048939,0.75765836
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,False,0.01111893,0.20979883,0.04681244,0.7322698
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,False,0.010726363,0.40250382,0.06994467,0.51682514
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,True,0.023175536,0.117695086,0.09166102,0.76746833
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.008609742,0.13467903,0.08168696,0.7750243
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,False,0.014149065,0.16192748,0.18348788,0.6404356
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.022164103,0.18557777,0.14452812,0.64773005
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.0035285403,0.15971391,0.20507672,0.6316808
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.0096410895,0.16053857,0.11033644,0.7194839
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,True,0.013561475,0.18721041,0.1457996,0.6534285
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,True,0.013131366,0.15997279,0.109947585,0.7169483
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,False,0.023423724,0.11895549,0.17307922,0.6845416
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,False,0.01496706,0.20661387,0.1420035,0.63641554
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.020260228,0.19222368,0.11658955,0.6709266
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.023866368,0.17634992,0.25658762,0.543196
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,False,0.0038748083,0.30781415,0.1132385,0.5750725
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,True,0.02040809,0.062861346,0.04895646,0.86777407
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,False,0.027939495,0.3003779,0.11050285,0.56117976
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,False,0.013561475,0.18721041,0.1457996,0.6534285
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.018397875,0.09343212,0.10587246,0.78229755
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,True,0.0180139,0.2817848,0.10366283,0.5965384
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,True,0.031329732,0.18029018,0.15910552,0.62927455
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.028088138,0.26649284,0.20754483,0.49787417
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,False,0.0076178564,0.41592088,0.10516127,0.4713001
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.060356162,0.30651388,0.127774,0.50535595
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,True,0.010256509,0.11026787,0.1604388,0.7190368
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.023318825,0.25070098,0.19524613,0.530734
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,False,0.013725129,0.1672063,0.06970196,0.74936664
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,False,0.016473869,0.22741474,0.13793401,0.61817735
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.020260228,0.19222368,0.11658955,0.6709266
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,False,0.03043869,0.25486,0.17516257,0.5395387
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,False,0.0039823493,0.05164389,0.23145184,0.71292186
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,False,0.008176454,0.12790127,0.12790127,0.736021
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,False,0.0018002173,0.036158327,0.23578192,0.72625947
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,False,0.004503856,0.048421014,0.2786437,0.66843146
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.10143729,0.14759038,0.08951809,0.6614542
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,False,0.023114435,0.31908494,0.19353479,0.46426585
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.009524216,0.191299,0.13147774,0.6676991
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.0070718704,0.16095504,0.110622674,0.72135043
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,False,0.00490871,0.14345354,0.20872365,0.6429141
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,False,0.11239891,0.16353945,0.07725057,0.64681107
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,True,0.01176259,0.086914435,0.07670173,0.82462126
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,False,0.034252796,0.25309584,0.10550605,0.60714537
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,False,0.01051983,0.27131,0.21129642,0.5068738
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.020822348,0.13577877,0.1538575,0.68954146
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,False,0.009924058,0.13699739,0.06471299,0.78836554
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.010621002,0.16614042,0.16614042,0.6570981
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,False,0.0058372277,0.15054409,0.24820524,0.59541345
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.011643677,0.08603579,0.08603579,0.81628484
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,False,0.013231653,0.20697787,0.14225368,0.63753676
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.006155356,0.12363362,0.15874872,0.7114624
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.002232419,0.039570574,0.057574846,0.9006221
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.007622636,0.15310474,0.15310474,0.68616784
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,False,0.021399574,0.23006712,0.12314605,0.62538725
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,False,0.014929125,0.29985952,0.12500004,0.5602113
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,False,0.0155607145,0.35416025,0.114979,0.5153001
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,False,0.05364457,0.3087032,0.12868664,0.50896555
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.031684235,0.20660718,0.1253136,0.6363949
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,False,0.009673664,0.19430074,0.11784936,0.6781762
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,False,0.027065665,0.13745078,0.13745078,0.6980327
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,False,0.024056707,0.17775637,0.17775637,0.62043065
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,False,0.005889798,0.11829976,0.10439917,0.7714113
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,False,0.013598922,0.16566877,0.07825638,0.7424759
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,False,0.023866368,0.25658762,0.17634992,0.543196
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.012018177,0.1659058,0.1659058,0.6561702
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,False,0.035010535,0.17779817,0.08398591,0.7032054
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.011569428,0.23237817,0.12438307,0.63166934
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.020822348,0.1538575,0.13577877,0.68954146
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.010633894,0.11432515,0.12954736,0.7454936
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,False,0.05592396,0.25063378,0.09220302,0.6012392
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,False,0.023058504,0.17038059,0.13269253,0.6738683
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,False,0.10544085,0.28661796,0.07246836,0.5354728
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,False,0.014013433,0.11733304,0.10354604,0.7651075
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.016217668,0.17435634,0.119833246,0.6895927
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,False,0.004650081,0.119927175,0.093399376,0.7820234
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,True,0.021745637,0.182074,0.16067973,0.63550067
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.020840295,0.28769138,0.1539901,0.53747827
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,0.009924058,0.06471299,0.13699739,0.78836554
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,True,0.017735103,0.1484942,0.16826597,0.6655048
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,False,0.0038422197,0.11228611,0.23770972,0.646162
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.014639872,0.15739347,0.12257815,0.70538855
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,False,0.024256071,0.15816945,0.10870817,0.7088663
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,0.008885857,0.1389982,0.22916928,0.6229467
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.023755774,0.17553276,0.106466,0.6942455
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,True,0.008367613,0.048152287,0.089960314,0.85351974
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,0.0035249882,0.13227421,0.10301526,0.7611855
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,False,0.007656262,0.10569144,0.19745761,0.68919474
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.035731174,0.26401964,0.14131954,0.5589296
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.029928014,0.2505842,0.11836759,0.60112023
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,True,0.016638238,0.22968379,0.20269524,0.5509828
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,False,0.0014458352,0.061478473,0.3537842,0.58329153
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,False,0.020260228,0.19222368,0.11658955,0.6709266
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,False,0.06067979,0.100044064,0.1869069,0.6523692
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.010487493,0.18589528,0.068387054,0.7352301
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,True,0.027788322,0.3385311,0.14112076,0.49255982
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,False,0.011363872,0.17776087,0.10781743,0.7030579
In what year did the Great Depression begin?,1884,1929,1953,1975,B,False,0.009781079,0.22261634,0.08189598,0.6857066
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,False,0.032058574,0.23688261,0.16280688,0.56825185
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,False,0.007244823,0.06873696,0.27185997,0.6521582
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,False,0.043683052,0.2513786,0.17276981,0.5321685
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,False,0.018857915,0.33426455,0.0957684,0.5511091
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,False,0.0062324423,0.067005076,0.20639014,0.7203724
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,False,0.027311597,0.22867721,0.12240209,0.6216091
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,False,0.023383038,0.41447428,0.09248172,0.4696609
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,False,0.017662248,0.27628407,0.18988708,0.51616657
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,False,0.004490791,0.21637844,0.1909533,0.58817756
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,False,0.010721691,0.069914214,0.16771547,0.7516486
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.019136734,0.14140241,0.20573927,0.6337216
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.013561475,0.18721041,0.1457996,0.6534285
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,False,0.0071262144,0.20825851,0.14313385,0.6414814
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.010716675,0.18995762,0.048028804,0.75129694
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,False,0.0014431934,0.20121184,0.17756884,0.6197761
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,False,0.035752118,0.20573923,0.12478716,0.6337215
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,False,0.0407926,0.23474517,0.16133785,0.5631244
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,False,0.0029164404,0.08006701,0.24662374,0.6703928
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,False,0.007470348,0.15004596,0.17002434,0.6724593
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.012387209,0.11752657,0.10371683,0.76636946
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,False,0.00086461194,0.050250754,0.2551944,0.69369024
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.007889839,0.12341784,0.15847164,0.71022063
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.02760344,0.20396335,0.14018184,0.6282514
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,False,0.02120572,0.13827866,0.13827866,0.70223695
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,False,0.034833025,0.20045023,0.065076664,0.69964004
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,0.0045856643,0.14265583,0.031830817,0.8209276
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,False,0.042302273,0.24343275,0.13030016,0.5839648
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,True,0.02687362,0.22501007,0.1364755,0.61164075
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.0048512504,0.046027385,0.024636684,0.9244847
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,False,0.0027402265,0.08008116,0.24666733,0.6705113
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,False,0.025022931,0.3454309,0.060026888,0.5695193
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.008794403,0.15588453,0.29123065,0.54409045
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,0.00648712,0.089551926,0.054315988,0.849645
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,True,0.026180532,0.09137904,0.11733302,0.76510733
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,True,0.018397842,0.19779542,0.17455386,0.6092528
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,False,0.040297013,0.2627695,0.14065038,0.55628306
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.021230938,0.20143352,0.1568766,0.62045896
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.013231653,0.20697787,0.14225368,0.63753676
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.021159941,0.12176706,0.156352,0.700721
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,False,0.013850444,0.17961527,0.17961527,0.6269189
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,False,0.0013587837,0.08406497,0.29341555,0.62116075
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,False,0.015606353,0.1901243,0.1306704,0.663599
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,False,0.035353795,0.15844472,0.096101575,0.71009994
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,True,0.010057096,0.22889845,0.13883394,0.6222105
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,False,0.11177349,0.20882037,0.11177349,0.5676326
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,False,0.023866368,0.25658762,0.17634992,0.543196
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,False,0.018119583,0.22074172,0.081206344,0.67993236
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,False,0.00895054,0.14001,0.14001,0.7110294
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,True,0.0066456487,0.091740355,0.13348143,0.76813257
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,False,0.031164251,0.20321645,0.1396685,0.62595075
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,False,0.21175157,0.23994596,0.10002436,0.44827807
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,False,0.012717808,0.19893998,0.17556393,0.6127783
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.010281391,0.15108396,0.07136701,0.76726764
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,False,0.0061439215,0.2612462,0.1795517,0.5530582
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.062111657,0.315429,0.10240481,0.5200545
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,True,0.006055669,0.15617776,0.13782638,0.69994015
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,False,0.023427865,0.11897652,0.08177128,0.7758243
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,True,0.0048118653,0.13210338,0.102882214,0.76020247
