0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
What's unique about a skeleton key?,It opens many locks,It's made of bone,It's extremely old,It hangs in a closet,A,False,0.123723716,0.33631593,0.3810959,0.1588644
What color is a ruby?,red,black,yellow,blue,A,True,0.4606797,0.13198695,0.31662023,0.09071322
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,False,0.018113881,0.20730239,0.38729185,0.38729185
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,False,0.0029723335,0.046495117,0.8241457,0.12638684
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.022683304,0.31313336,0.5162696,0.14791372
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,0.02023423,0.7592839,0.12394969,0.09653212
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.0077083674,0.69388515,0.22527152,0.07313495
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,False,0.0144172665,0.15500022,0.54100394,0.28957856
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.034106337,0.13489318,0.41550025,0.41550025
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,False,0.01692617,0.14172108,0.63514984,0.20620295
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.04515514,0.20237131,0.55010223,0.20237131
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.014274556,0.25302255,0.53564876,0.19705418
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,True,0.043750353,0.34412315,0.34412315,0.26800337
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.08407836,0.2934623,0.48383754,0.13862178
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,False,0.0221546,0.15378341,0.5367568,0.28730524
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,True,0.06867399,0.19871478,0.6120846,0.12052661
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,False,0.046192963,0.26582214,0.38676894,0.30121595
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.08676311,0.26724917,0.34315473,0.302833
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.022914348,0.14036739,0.71284443,0.123873785
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,False,0.0085894205,0.38878688,0.44055325,0.16207048
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,True,0.05078421,0.12968202,0.20085545,0.61867833
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,0.039037086,0.5062406,0.3942606,0.06046182
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.03921586,0.21199892,0.508559,0.24022625
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.04578677,0.23252438,0.3833679,0.33832097
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,False,0.02047633,0.38636002,0.38636002,0.20680362
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.049511287,0.2849178,0.46975002,0.19582094
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.053629734,0.27235427,0.50882477,0.16519122
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.015830634,0.8119567,0.15988375,0.012328911
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,True,0.17801897,0.42704532,0.29350367,0.10143215
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.01858607,0.13733351,0.7902998,0.053780574
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.042783797,0.21727404,0.59061205,0.14933011
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,0.031334825,0.7131773,0.18031946,0.075168334
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,False,0.01141745,0.25985998,0.5501236,0.17859897
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.08024153,0.28007045,0.28007045,0.3596176
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,False,0.07309273,0.22514144,0.47662443,0.22514144
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,0.004310565,0.05590026,0.8214483,0.11834086
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,0.017150827,0.4708532,0.4708532,0.041142695
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.0007896249,0.031541456,0.9217764,0.045892544
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,0.0058477903,0.04059171,0.92386305,0.02969753
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,False,0.20818277,0.3889366,0.34323534,0.059645362
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,False,0.028982764,0.2749808,0.45336673,0.24266973
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.0075515,0.17187135,0.59988993,0.22068718
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.021038588,0.27283257,0.39696905,0.30915982
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,False,0.0052236402,0.14340813,0.6427106,0.20865759
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.36235443,0.36235443,0.24904232,0.026248869
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,True,0.011761641,0.15252727,0.36589393,0.4698171
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,False,0.11742559,0.31919584,0.28168935,0.28168935
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,False,0.04214431,0.42564243,0.3756281,0.1565851
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,True,0.039926957,0.33430433,0.48640993,0.13935879
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,False,0.016019968,0.3022746,0.4983666,0.18333884
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,True,0.0059951777,0.12818256,0.73763967,0.12818256
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.002817153,0.112530775,0.83149624,0.053155776
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.011682428,0.04918486,0.3012938,0.63783896
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.023318825,0.25070098,0.530734,0.19524613
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.004301275,0.16140416,0.7233632,0.110931344
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.0013773168,0.021544859,0.21759537,0.75948244
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.019789148,0.27318075,0.30955437,0.39747566
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,False,0.013731089,0.40128127,0.51525533,0.06973223
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,False,0.026215991,0.2818485,0.4100871,0.2818485
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,False,0.021257924,0.3123829,0.35397622,0.3123829
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,True,0.09587588,0.4296859,0.2953185,0.17911972
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,True,0.03691076,0.24068841,0.44966513,0.2727357
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,False,0.015976513,0.28319046,0.5290694,0.17176369
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,True,0.017947882,0.26374218,0.5583422,0.15996774
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,False,0.027622929,0.15895899,0.43209532,0.38132277
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,False,0.0071262154,0.14313386,0.64148146,0.20825854
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,False,0.027788322,0.3385311,0.49255982,0.14112076
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,False,0.018444145,0.34801546,0.39435318,0.2391873
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.01328127,0.17223413,0.5305185,0.2839661
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,False,0.1370238,0.47826007,0.25599417,0.12872195
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.008318703,0.27547762,0.51465994,0.20154372
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,False,0.015232372,0.19753641,0.41818458,0.3690466
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.028812269,0.2909936,0.25680095,0.4233932
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,False,0.2973152,0.38176027,0.26237974,0.058544837
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,False,0.037383217,0.2762267,0.58477193,0.101618126
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,False,0.17692718,0.4517994,0.2418308,0.12944269
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.012981619,0.13956556,0.5519925,0.29546028
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.027793797,0.18123832,0.55825335,0.23271461
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,False,0.0172196,0.28673208,0.47274125,0.22330715
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.017265469,0.119846106,0.53711295,0.32577547
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.044327296,0.2715376,0.28905028,0.3950849
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,False,0.014859987,0.058772393,0.4920952,0.4342725
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.01779,0.21672657,0.5199,0.24558337
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,0.0029710913,0.08156737,0.87693185,0.038529698
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.033803556,0.24977638,0.4666437,0.24977638
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,0.022737695,0.1680101,0.70734894,0.10190328
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,0.012941904,0.12278937,0.706604,0.15766467
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.06253525,0.20504516,0.29833898,0.43408063
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,True,0.002391032,0.07918011,0.40210977,0.51631916
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,False,0.010231965,0.23287845,0.4930037,0.2638859
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.022698633,0.2440333,0.6633513,0.06991671
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.065826856,0.26035026,0.3788074,0.29501548
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,True,0.033685636,0.26495805,0.4950068,0.20634954
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.03987124,0.3136116,0.45630217,0.19021504
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.0008713755,0.027107699,0.9555793,0.016441649
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,False,0.013909603,0.2465536,0.521954,0.21758279
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,False,0.14437532,0.18538158,0.5710155,0.099227615
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.020086993,0.58702797,0.27729237,0.11559266
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,False,0.02761349,0.43194768,0.3364012,0.20403764
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,True,0.031153144,0.4300559,0.4300559,0.10873516
In what year did the Great Depression begin?,1884,1929,1953,1975,B,False,0.012186918,0.3791239,0.42960367,0.17908545
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,False,0.06849022,0.34782207,0.5060781,0.0776096
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.0031016106,0.06631536,0.85999066,0.07059233
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,False,0.06143746,0.40062258,0.45396486,0.083975054
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.012062985,0.5812272,0.2922594,0.11445042
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.0032226064,0.068902366,0.8394026,0.08847238
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,False,0.038104426,0.24847208,0.59605354,0.117369905
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.061797094,0.7528427,0.13082445,0.054535747
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.03380932,0.23468317,0.4968243,0.23468317
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,False,0.021115432,0.31028903,0.5796962,0.08889929
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,False,0.011050345,0.11880241,0.5667746,0.3033726
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.017072761,0.13428769,0.6406507,0.20798883
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,False,0.018779974,0.18967102,0.5155793,0.2759697
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,False,0.0077654263,0.3741592,0.48042992,0.13764548
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.021061864,0.32946298,0.22643638,0.42303884
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,True,0.0021358375,0.15939076,0.7143398,0.12413365
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,False,0.11607089,0.3575235,0.3575235,0.16888215
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,0.04732783,0.25585184,0.5416384,0.155182
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,0.0058738203,0.046201173,0.8717522,0.07617286
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.0050299303,0.15647656,0.5461568,0.2923367
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.043930635,0.25280336,0.41680226,0.28646374
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.0007911367,0.045980413,0.9235413,0.029687189
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.021455713,0.24554764,0.55335015,0.17964649
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,False,0.04356309,0.22123165,0.41331512,0.32189015
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,False,0.034219727,0.26915902,0.30499712,0.39162406
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,0.05069236,0.48095575,0.33055574,0.13779613
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,0.013982008,0.31822905,0.23282135,0.43496752
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,False,0.08317922,0.32898018,0.42241892,0.16542162
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.085540906,0.2985671,0.38336772,0.23252428
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.0066250367,0.12500526,0.23354058,0.6348291
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.0017949479,0.04348761,0.873472,0.08124556
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.051772524,0.76079166,0.11667118,0.07076465
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,True,0.018197091,0.1726492,0.6828408,0.12631285
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,0.009530761,0.14005353,0.29649332,0.5539224
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.061352666,0.24265452,0.4533383,0.24265452
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,False,0.074655935,0.1906406,0.45732304,0.27738044
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,False,0.18773602,0.27315432,0.5103194,0.02879025
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,True,0.084021315,0.33231074,0.42669544,0.15697248
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,True,0.035778195,0.36134696,0.40945977,0.19341509
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.023538953,0.13545732,0.4727925,0.36821118
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.04341852,0.22049743,0.52894586,0.20713817
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.0035144314,0.04557584,0.9154152,0.0354945
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.01033507,0.20758544,0.6394082,0.14267126
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,False,0.19835468,0.3705753,0.3705753,0.06049476
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.014566333,0.22785579,0.61937624,0.13820152
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,False,0.25180578,0.25180578,0.32332504,0.17306343
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,True,0.05803663,0.2295393,0.37844634,0.33397773
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,False,0.029421777,0.33671442,0.33671442,0.29714942
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,True,0.012102138,0.33224815,0.54778457,0.10786518
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.03307466,0.19033152,0.58626235,0.19033152
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,False,0.066154204,0.3359588,0.48881716,0.109069854
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,False,0.32854164,0.4218558,0.22580315,0.023799475
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,False,0.018495256,0.16484642,0.7387904,0.07786793
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.036224987,0.2084604,0.3658594,0.3894553
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,True,0.016762028,0.2042033,0.7127395,0.06629511
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,True,0.15172245,0.52956337,0.22075485,0.09795938
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,False,0.013125707,0.17021675,0.40832877,0.40832877
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,False,0.01456162,0.10759663,0.54642075,0.33142096
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,False,0.007941173,0.10962452,0.52298933,0.35944498
