0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptalpaca_choiceD_probs
What color is a ruby?,red,black,yellow,blue,A,False,0.21936889,0.103622526,0.5262386,0.15076989
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,False,0.06763508,0.15241802,0.4143151,0.3656318
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,False,0.027550947,0.058325354,0.7105483,0.20357549
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.060858533,0.12103164,0.5774097,0.24070016
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,0.07499425,0.4593955,0.29660803,0.16900216
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.08901825,0.48122808,0.2918796,0.13787416
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,False,0.04826184,0.084702164,0.4874273,0.37960875
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.08897015,0.107318476,0.45182768,0.35188374
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,False,0.101476364,0.089552574,0.5153395,0.2936316
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.15318139,0.1351821,0.5022624,0.20937411
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.085933276,0.17089874,0.49451184,0.24865617
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.071363635,0.16082044,0.56131846,0.20649752
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,False,0.067881815,0.12681992,0.5683675,0.23693082
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,False,0.06588838,0.10204992,0.5872567,0.24480502
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,True,0.13715376,0.094264306,0.54245365,0.22612832
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,False,0.15022086,0.13256943,0.5243223,0.1928874
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.09224856,0.17234299,0.41342935,0.3219791
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,False,0.06452601,0.06868758,0.7384611,0.1283253
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,False,0.03266687,0.30993462,0.5109958,0.14640275
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,True,0.06701305,0.09750341,0.34032035,0.49516317
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,False,0.08483252,0.20350264,0.62683225,0.08483252
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.08294606,0.12068581,0.54087627,0.25549185
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.12866907,0.1208734,0.4218896,0.32856795
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,True,0.071968436,0.2359754,0.30299842,0.38905767
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.08925607,0.11460706,0.58202267,0.21411417
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.15301731,0.22263888,0.4713265,0.15301731
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,0.08120357,0.43898237,0.43898237,0.040831722
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.18144195,0.2639965,0.38411263,0.17044894
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.0341609,0.11200929,0.6445689,0.20926088
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,False,0.11983631,0.13579233,0.608579,0.13579233
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,0.15850729,0.38023922,0.23062675,0.23062675
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,False,0.026048737,0.1322864,0.6718058,0.16985911
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.1015648,0.13041179,0.45518184,0.3128416
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,False,0.11260546,0.11260546,0.50466263,0.27012646
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,0.018859766,0.037507124,0.8536582,0.08997491
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,False,0.078185335,0.21252978,0.6149753,0.094309516
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,0.0031020634,0.019002441,0.9155889,0.06230661
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,0.02980846,0.04337105,0.8711309,0.055689532
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,True,0.13579233,0.11983631,0.608579,0.13579233
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,False,0.08366927,0.17712785,0.4814834,0.25771952
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.035466682,0.13177471,0.628662,0.20409666
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.03687516,0.14584409,0.57682455,0.24045624
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,False,0.027007604,0.100345425,0.6965353,0.1761117
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.44128424,0.1623394,0.3436725,0.052703887
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,False,0.04704317,0.09959039,0.50576174,0.34760463
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,True,0.14391673,0.14391673,0.44329473,0.26887184
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,False,0.075445384,0.29839227,0.40785387,0.21830845
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,True,0.11927399,0.1269665,0.5690244,0.18473516
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,False,0.07922018,0.08976823,0.6633025,0.16770913
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,True,0.043761272,0.11895547,0.68454146,0.15274185
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.03250955,0.10659471,0.7876343,0.07326141
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.06968655,0.06149816,0.35389748,0.5149178
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.062130794,0.1315309,0.5894806,0.21685779
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.026460035,0.118585646,0.6824133,0.1725411
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.01822926,0.02491644,0.38975874,0.5670956
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.033946645,0.09822787,0.5652624,0.30256316
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,False,0.060679797,0.18690693,0.65236926,0.10004407
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,False,0.060356162,0.127774,0.50535595,0.30651388
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,False,0.08372963,0.24227972,0.39945173,0.2745389
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,False,0.23257595,0.20524755,0.29863343,0.26354307
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,True,0.079388715,0.13933153,0.48631483,0.29496485
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,False,0.06542154,0.1569381,0.62070227,0.1569381
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,True,0.078321695,0.094473995,0.6980737,0.12913065
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,False,0.07821591,0.12114318,0.4501015,0.3505394
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,False,0.05803795,0.13922581,0.62396675,0.17876947
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,False,0.087774165,0.15404846,0.57235944,0.1858179
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,False,0.03709014,0.20050742,0.45185044,0.31055197
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.035071254,0.15717848,0.54860675,0.25914347
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,False,0.18023431,0.19185844,0.38155606,0.24635111
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,False,0.04669926,0.16299643,0.6056052,0.18469915
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.06912052,0.12913413,0.35102296,0.4507224
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.048377637,0.11605191,0.5201086,0.3154618
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,False,0.19159609,0.21710682,0.45961514,0.13168195
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,False,0.073575675,0.121305786,0.6980666,0.10705198
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,False,0.19897412,0.2400086,0.34921044,0.21180685
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.06542335,0.10786485,0.51459444,0.3121173
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.0569368,0.12830906,0.5750413,0.23971286
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,False,0.021914432,0.09226321,0.60163164,0.28419065
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.0486408,0.09673378,0.55666447,0.29796103
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.08439434,0.15766938,0.40262288,0.35531345
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,False,0.058750473,0.045754917,0.557409,0.33808565
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,False,0.04820578,0.14848426,0.5872666,0.21604332
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,0.01836393,0.04991834,0.88482374,0.04689394
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.07699776,0.14385074,0.6056343,0.17351712
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,0.031080563,0.058066137,0.75301313,0.15784013
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,0.029661296,0.11020509,0.71862745,0.14150614
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,False,0.107303984,0.13778104,0.4243955,0.33051956
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,False,0.04346689,0.07166479,0.4974522,0.38741615
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,False,0.025286598,0.13669807,0.61263824,0.22537702
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.05368367,0.06893119,0.78887576,0.08850941
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.14629973,0.14629973,0.39768392,0.30971655
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,True,0.07210768,0.17297733,0.5328077,0.22210729
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.054350525,0.20193669,0.48442096,0.25929186
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.010289167,0.03373688,0.9262013,0.029772693
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,False,0.057574887,0.14702262,0.58148575,0.21391666
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,False,0.09625513,0.09625513,0.71123457,0.09625513
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.04775359,0.17742611,0.48229417,0.29252622
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,False,0.09303184,0.23756512,0.47245464,0.1969484
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,False,0.064745985,0.25607532,0.54211146,0.13706724
In what year did the Great Depression begin?,1884,1929,1953,1975,B,False,0.068958364,0.24068832,0.44966498,0.24068832
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,False,0.10634538,0.17533389,0.6119754,0.10634538
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.016640307,0.039918028,0.853485,0.089956656
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,False,0.11534128,0.2599256,0.48560494,0.13912815
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,False,0.08868679,0.27317455,0.45038867,0.18774992
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.027648674,0.054985955,0.8080127,0.109352626
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,False,0.056981646,0.15489216,0.6126104,0.17551583
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.19969821,0.4227611,0.25641757,0.12112309
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.10813838,0.17829005,0.4846426,0.22892895
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,False,0.04215093,0.27485856,0.5818756,0.101114824
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,False,0.05979692,0.05979692,0.6843395,0.19606656
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.066338226,0.12393613,0.6293996,0.18032601
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,False,0.0549075,0.15888011,0.48938522,0.29682714
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,False,0.03677422,0.17544,0.61234576,0.17544
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.064079136,0.18541911,0.30570444,0.44479734
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,True,0.014457759,0.1068292,0.7415416,0.13717142
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,False,0.14476982,0.16404569,0.5052963,0.18588813
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,0.16508025,0.18706042,0.4487346,0.19912478
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,0.027447723,0.0618544,0.80214006,0.10855785
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.01624526,0.120037146,0.60959893,0.25411865
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.04483516,0.10755396,0.65884787,0.18876308
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.010280094,0.04904358,0.8693183,0.071357995
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.044835128,0.12973474,0.6588474,0.1665827
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,False,0.10833651,0.13067877,0.5168446,0.24414009
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,False,0.09068746,0.16942649,0.46054894,0.27933705
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,False,0.18076567,0.18076567,0.4336343,0.20483434
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,False,0.081662975,0.2515397,0.343814,0.32298335
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,False,0.11575441,0.2162577,0.5522334,0.11575441
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.11681995,0.14091176,0.46203187,0.2802365
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.022524796,0.044795908,0.2744082,0.6582711
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.018758552,0.044999428,0.79763395,0.138608
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.14007439,0.48890764,0.2309436,0.14007439
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,True,0.060059432,0.09302187,0.77886254,0.06805625
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,False,0.05761758,0.08923984,0.45319733,0.39994523
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,False,0.058599975,0.10284616,0.5918388,0.2467151
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,False,0.1162968,0.1162968,0.5212061,0.24620031
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,False,0.27713528,0.27713528,0.40322945,0.04250007
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,True,0.15089166,0.20624444,0.4366195,0.20624444
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,True,0.079126604,0.18981485,0.51597023,0.21508838
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.041004788,0.104709394,0.5317582,0.32252765
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.1096792,0.192493,0.55699694,0.14083087
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.028295394,0.06787712,0.82691264,0.07691486
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.06279711,0.17070024,0.59580237,0.17070024
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,False,0.057574887,0.14702262,0.58148575,0.21391666
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.04032052,0.12419595,0.63071907,0.2047645
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,False,0.26939195,0.15349491,0.39196298,0.18515019
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,True,0.12465149,0.14124864,0.43507645,0.2990234
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,False,0.051223118,0.19031696,0.40290102,0.3555589
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,True,0.055500746,0.15086667,0.6761375,0.11749508
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,False,0.039500985,0.11429989,0.6577505,0.18844868
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,False,0.26887184,0.14391673,0.44329473,0.14391673
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,False,0.3043254,0.23700887,0.39076155,0.067904174
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,False,0.08538037,0.12422771,0.63088036,0.15951154
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.051526655,0.123606026,0.4888713,0.335996
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,True,0.053220306,0.11266739,0.73468363,0.09942862
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.080241635,0.28007084,0.40750065,0.23218688
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,False,0.026314924,0.091848105,0.5989249,0.28291208
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,False,0.06729214,0.059385106,0.63845,0.23487264
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,False,0.036149655,0.06753645,0.5312153,0.3650986
