0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_52000_correct,llama2_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_52000_choiceD_probs
Which of these is a type of a artwork consisting of pieces of wood inlaid in geometric patterns?,marquetry,parquetry,harquetry,sharquetry,B,True,0.00017929597,0.99852836,0.0001232282,0.0011691565
What term describes someone who does not believe in the existence of God?,hedonist,deist,agnostic,atheist,D,True,0.0010320586,0.00010877817,5.822476e-05,0.9988009
What animated character has a crush on the Little Red Haired Girl?,Richie Rich,Charlie Brown,Bugs Bunny,Jonny Quest,B,False,0.030008627,0.15239638,0.7739327,0.043662295
Which of these dishes is made from pig intestines?,haggis,chitlins,grits,chop suey,B,True,0.00013970706,0.9990376,0.00033513978,0.0004876255
Water's high heat capacity allows it to,change density significantly as its temperature changes,gain and lose large amounts of heat without significantly changing the temperature of the water,conduct sound efficiently without significant loss of velocity as the sound waves travel long distances,cause the ocean's surface temperature to fluctuate rapidly as the seasons change,B,False,0.9537345,0.032635,0.0016248011,0.012005746
Which of the following is the government regulator for all securities firms operating in the United States?,Federal Trade Commission,Federal Deposit Insurance Corporation,Federal Reserve Board,Financial Industry Regulatory Authority,D,True,0.0001790949,0.0004868304,0.0019254516,0.99740857
Which of the following elements is a metal?,S,Se,I,Ga,D,True,0.037263837,0.0012750984,0.00041396386,0.96104705
How many ribs are there in the human body?,18,24,30,42,B,False,0.336054,0.2617191,0.06617296,0.336054
Which of these snakes is poisonous?,anaconda,boa constrictor,copperhead,python,C,True,0.010102116,0.035259847,0.90936345,0.045274537
What's unique about a skeleton key?,It opens many locks,It's made of bone,It's extremely old,It hangs in a closet,A,True,0.9975184,0.0019256636,0.00026061022,0.00029531005
What color is a ruby?,red,black,yellow,blue,A,True,0.99982786,4.00584e-05,6.604513e-05,6.604513e-05
In the 1960s 'Batman' TV series who was not a guest villain?,The Minstrel,The Archer,The Bookworm,The Squeegee Guy,D,True,0.02025325,0.00037095125,0.0035194873,0.9758563
Which of these is commonly used to treat allergies?,antimatter,anticoagulants,antiseptics,antihistamines,D,True,8.4784566e-05,0.000108865526,0.0002033876,0.999603
"How many ships did Columbus set sail with on his initial voyage to ""the New World""?",Two,Three,Five,Ten,B,False,0.07497646,0.14007446,0.23094375,0.55400527
What does the acronym 'REM' stand for?,random energy module,rapid eye movement,red entertainment machine,really energetic music,B,True,0.00026098778,0.9989636,6.5988046e-05,0.00070943835
Where did the Exxon Valdez run aground in March of 1989?,Monterey Bay,Prince William Sound,Cape Cod,Gulf of Mexico,B,True,0.00026102643,0.9991115,7.478532e-05,0.0005525929
What is the name of the baby who appears in cartoons and comic strips with Popeye the Sailor?,Pun'kin,Lamikins,Suga'baby,Swee'pea,D,True,0.004061185,0.0014940263,0.0007057281,0.9937391
A geographer beginning a study of the cultural landscape within a specific region would most likely benefit from which of the following activities?,Describing and mapping the building types on a plat map,Determining how many cars travel along the highway system,Establishing the percentage of adults with a college education,Graphing and analyzing economic data for the past century,A,False,0.081604496,0.011043967,0.87733096,0.030020613
Fragile works of sculpture can be displayed most securely by placing the works,in glass-paneled cases,on a series of pedestals,on wall-mounted shelves with sturdier works around them,"in shadow boxes with signs that read ""Do Not Touch""",A,True,0.4114753,0.36312568,0.13358647,0.09181255
In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a lime,a shaker of salt,his car keys,the bartender,B,False,0.35390788,0.05427353,0.008323115,0.58349544
Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,B,False,0.31483006,0.19095409,0.27783656,0.21637933
Which one of these is NOT a mineral?,Quartz,Lithium,Diamond,Calcite,B,False,0.03672393,0.0056317975,0.010521582,0.9471227
According to the title of a popular children's TV show what color is Bear's big house?,red,green,purple,blue,D,True,0.022908714,0.0024145606,0.0005735084,0.9741033
Which of these rocks will float In water?,granite,limestone,shale,pumice,D,True,0.022119796,0.022119796,0.015202698,0.94055766
Who is the twin sister of 'Dear Abby' columnist Abigail VanBuren?,Martha Stewart,Dr Ruth Westheimer,Ann Landers,Miss Manners,C,True,8.463426e-05,0.0001581176,0.9978309,0.0019262668
Which of the following would be provided in the marketing segment of a business plan?,How the products and services will be priced,The organizational structure of the business,Any factors that could affect employee retention,The details of the budget plan,A,True,0.84948164,0.0064858724,0.029067663,0.114964835
"From the very beginning, I wrote to explain my own life to myself, and I invited any readers who chose to make the journey with me to join me on the high wire. I would work without a net and without the noise of the crowd to disturb me. The view from on high is dizzying, instructive. I do not record the world exactly as it comes to me but transform it by making it pass through a prism of fabulous stories I have collected on the way. I gather stories the way a lepidopterist hoards his chloroformed specimens of rare moths, or Costa Rican beetles. Stories are like vessels I use to interpret the world to myself. ----------Pat Conroy Which of the following best describes the organization of the passage?",The author provides several explanations for taking a certain course of action.,The author uses analogies to explain his experience of a particular action.,The author makes a comparison between his own experiences and that of others in his profession.,The author chronicles the various phases of his work in a particular discipline.,B,False,0.25630766,0.064804725,0.25630766,0.42257988
What is the normal playback speed of a 12'' long-playing record?,12 1/2 rpm,33 1/3 rpm,45 rpm,100 rpm,B,True,0.0032961227,0.91392344,0.024355235,0.05842517
During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,B,True,0.00029555106,0.99833244,0.00020312908,0.0011689271
What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,D,False,0.13468957,0.3231035,0.4701128,0.072094135
What company makes Oreo cookies?,General Mills,Nabisco,Keebler,Kraft,B,True,3.5319234e-05,0.9989177,1.4723247e-05,0.0010321793
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,All of the information on the site is current.,The site has been evaluated for bias.,The site might belong to a nonprofit agency.,The author of the site is well respected in his or her field.,C,True,0.0014918362,0.0021706088,0.99228233,0.0040552313
To make an international telephone call from within the US what are the first numbers you should dial?,11,101,888,911,B,False,0.720096,0.035851467,0.010271617,0.23378094
The 'Arkansas toothpick' is better known by what name?,Scottie Pippen,spare rib,pinkie finger,Bowie knife,D,True,0.009115988,0.059443712,0.0015841214,0.9298561
What colors are the two circles in the MasterCard logo?,pink and orange,blue and green,black and white,red and yellow,D,False,0.014816724,0.016789548,0.91667825,0.05171545
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,A major shift of African American voters from the Republican to the Democratic Party,A major shift of urban voters in Northern states from the Republican to the Democratic Party,A focus on a bipartisan approach to major social and economic legislation,A focus on mobilizing young voters,A,False,0.04596594,0.019161455,0.9232506,0.01162201
What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,B,True,2.429512e-05,0.999765,3.1195552e-05,0.00017951801
The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,Humpty Dumpty',Mary Had a Little Lamb',Jack Be Nimble',Home Sweet Home',B,False,0.77157426,0.0051988265,0.0021671932,0.22105974
Which actress played a pointy-eared Vulcan in the movie 'Star Trek II: The Wrath of Khan'?,Whoopi Goldberg,Jennifer Grey,Kirstie Alley,Helen Hunt,D,False,0.0024572278,0.005201951,0.99131644,0.0010243249
Which of the following is most likely to result from a collision between a continental lithospheric plate and an oceanic lithospheric plate?,A chain of coastal volcanic mountains,A magnetic reversal,A mid-oceanic ridge,A transform fault,A,True,0.5967841,0.0035486082,0.15089065,0.24877663
The process of drilling holes in the skull is called what?,bifurcation,trepanation,aeronomy,skullduggery,B,True,7.4540025e-05,0.99583435,2.1356074e-05,0.0040697474
Who is the creator of the comic strip 'The Far Side'?,Jim Davis,Gary Larson,Garry Trudeau,Charles Schulz,B,True,4.7849835e-06,0.9999721,4.2227334e-06,1.8924979e-05
Which of these is not a type of chili pepper?,habanero,cheyenne,jalapero,guajillo,B,False,0.052708913,0.010379001,0.0026242223,0.93428785
"In the definition of a public good, the term ""nonrival"" means that",one person's use of the public good does not reduce the amount available to others,the public good is produced by the government without any competition,the public good is produced at zero marginal cost,the public good is mostly consumed by free riders,A,True,0.9858888,0.0024437741,0.008529609,0.003137868
Which of these foods is poisonous to dogs?,peanut butter,bananas,chocolate,olives,C,True,0.00033481477,9.5926036e-05,0.99806875,0.0015005356
What type of substance is 'terra-cotta'?,metal,ceramic,wood,glass,B,True,7.887844e-06,0.9998123,0.00015843158,2.1441383e-05
What disease causes a buildup of fluid pressure in the eyeball and damages the optic nerve at the back of the eye?,astigmatism,cataract,glaucoma,retinitis,C,True,2.7533202e-05,2.4297966e-05,0.9998821,6.604872e-05
What article of clothing best describes a 'pashmina'?,shoes,pants,scarf,underwear,C,True,4.0061415e-05,3.5354074e-05,0.9999031,2.144333e-05
Who was the first American in space?,John Glenn,Buzz Aldrin,Alan Shepard,Neil Armstrong,C,True,0.14165463,0.0025944952,0.8151661,0.040584728
Stevie Wonder and Michael Jackson have both recorded duets with which former Beatle?,Paul McCartney,John Lennon,George Harrison,Ringo Starr,A,True,0.9855468,0.0045639873,0.00022722755,0.00966196
In which layer of Earth is the geomagnetic field generated?,Outer core,Crust,Mantle,Inner core,A,False,0.00033468383,0.99767846,0.00048696212,0.0014999489
Which of these is not one of Aesop's fables?,The Dog and the Squirrel',The Hare and the Tortoise',The Eagle and the Beetle',The Ox and the Frogs',A,False,0.03515897,0.006923212,0.051156003,0.9067618
An accounts payable entry appears in the,asset section of the balance sheet,liability section of the balance sheet,cost of goods sold section of the income statement,operating expense section of the income statement,B,True,0.0044867885,0.9688766,0.006528239,0.020108392
What is a balalaika?,musical instrument,Russian peasant,type of hat,breed of shark,A,True,0.99917775,0.00017941257,0.0006262114,1.6687967e-05
From what language does the term 'RSVP' originate?,Russian,Italian,Portuguese,French,D,True,0.00033451963,0.00055152964,0.0019250276,0.997189
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,True,0.25063378,0.09220302,0.6012392,0.05592396
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.9984541,0.0010317003,0.00017928264,0.00033494402
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.8564234,0.01078078,0.13133678,0.0014590198
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.0009980492,0.96588737,0.003947361,0.029167272
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,True,0.011523626,0.040221404,0.80786854,0.1403865
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,8.939158e-06,4.539679e-05,0.99993086,1.4738181e-05
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.00070913165,0.00037957082,0.00037957082,0.9985317
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,1.8924471e-05,1.14782715e-05,0.9999453,2.4299501e-05
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,2.3740162e-05,7.3124844e-05,0.022975145,0.976928
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,4.539055e-05,2.1440977e-05,0.00013981274,0.99979335
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.046981882,0.006358307,0.0030034515,0.9436564
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.83356094,0.060382955,0.028522886,0.07753325
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,True,0.6562114,0.18800771,0.14642055,0.0093603525
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.0013210225,0.99566025,0.0005506841,0.002467995
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,False,0.8436447,0.08891949,0.019840622,0.047595177
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.7282347,0.18412657,0.04108419,0.046554487
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,3.119622e-05,0.99978644,2.9017006e-06,0.00017952187
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,True,0.0036818588,0.00023537336,0.79506016,0.20102268
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,True,0.33136368,0.044845197,0.29242742,0.33136368
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.0073412955,0.96151996,0.0021033164,0.029035388
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,True,0.0019241818,0.99675083,0.00015794646,0.0011670752
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,True,0.99541473,0.0011655107,0.000623853,0.0027959151
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.051568814,0.2311154,0.3362709,0.38104486
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.9639962,0.015581546,0.00041523416,0.020007102
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,True,0.93431175,0.05271026,0.0038183187,0.009159669
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.009214211,0.017214414,0.14413452,0.8294369
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,False,0.39076012,0.03634635,0.0043409527,0.5685526
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.966725,0.025762348,0.0009989146,0.006513742
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,0.0004298746,0.997985,8.4647334e-05,0.0015004097
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.9985494,0.00029561526,0.00012323078,0.0010317988
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.005577821,0.015162088,0.9380452,0.04121483
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.06286814,0.31927076,0.52638847,0.0914726
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.9980404,0.0006254986,0.0007087827,0.0006254986
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.038737956,0.11932131,0.77807266,0.06386809
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,False,0.63489294,0.02461747,0.040587347,0.29990217
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,0.00013975265,0.00043046847,6.601447e-05,0.9993637
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,True,0.010057096,0.13883394,0.22889845,0.6222105
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,7.4842916e-05,1.3005749e-05,0.9998809,3.119917e-05
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,False,0.015582456,0.017657237,0.0027078248,0.96405244
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,0.00013960732,0.0006256766,0.99832445,0.0009103541
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,False,3.115359e-05,0.00037952847,0.99842024,0.0011690299
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.009701979,0.0003761866,0.00029297438,0.98962885
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,True,0.095210835,0.0007269437,0.0007269437,0.9033353
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,6.603535e-05,0.0001795027,7.4827854e-05,0.9996797
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,4.538683e-05,8.479376e-05,0.99971145,0.0001584156
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.07283174,0.016250959,0.88727224,0.023645004
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,True,0.16151878,0.067331046,0.5637559,0.20739423
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.030541258,0.0036476334,0.8925464,0.07326467
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,4.006254e-05,1.3006403e-05,0.9999312,1.5688718e-05
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,True,0.0024678619,0.9956065,0.00022954689,0.0016961349
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.9929293,0.002788934,0.0014928088,0.002788934
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,False,0.0019213075,0.0014963157,0.001320494,0.9952619
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,True,0.06552989,0.0025408696,0.027316922,0.90461224
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,False,0.027596455,0.051556963,0.9138691,0.0069774766
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,1.6693772e-05,0.9995253,2.7523378e-05,0.00043053806
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.97169477,0.006547228,0.012231832,0.00952616
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,6.143783e-06,5.4218694e-06,0.99993014,5.8290592e-05
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,True,0.9693402,0.0011349807,0.029271537,0.00025324844
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.00025996956,0.99506617,6.573059e-05,0.0046080705
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,2.7534552e-05,1.0129396e-05,0.9999311,3.1200736e-05
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.6363732,0.0037840137,0.34062606,0.019216806
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.00017889072,0.9962715,0.00037871164,0.003170914
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.009663125,0.0027685314,0.9856655,0.0019027821
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.9992367,0.00017942315,3.1179068e-05,0.0005526622
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.9997054,0.00010887668,0.00017950732,6.142402e-06
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.008996344,0.05177039,0.91765213,0.02158111
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.0041612433,0.0036722845,0.37458318,0.6175833
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,True,0.0016682278,0.9792254,0.0051385034,0.0139679
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.0010049867,0.025918948,0.0004747221,0.97260135
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,True,0.07528506,0.004247293,0.91715986,0.003307795
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.99988747,6.604907e-05,2.753335e-05,1.8923376e-05
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,True,0.0014967162,0.002796234,0.9955283,0.00017875727
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,1.4738305e-05,3.1200994e-05,0.9999393,1.4738305e-05
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.00054941024,0.0014934518,0.993357,0.0046001556
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.25855076,0.014586435,0.024048965,0.7028138
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,3.1200998e-05,7.888847e-06,0.99993944,2.144411e-05
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,False,0.0013108357,0.0010208798,0.9879824,0.009685839
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.04647672,0.0033667625,0.12633684,0.82381964
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,False,0.067057334,0.0070677907,0.00017693869,0.9256979
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,3.1189196e-05,0.99956125,2.7524367e-05,0.00037996218
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,0.00017950026,9.607956e-05,5.82752e-05,0.9996661
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.9459264,0.017325247,0.0043805083,0.03236782
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.048961785,0.06286817,0.52638876,0.36178136
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.007557604,0.0021652898,0.00042637083,0.98985076
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,1.0129821e-05,5.4221023e-06,0.99997306,1.1478591e-05
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,2.1444752e-05,0.99996936,2.26026e-06,6.9620914e-06
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,True,0.26193625,0.07504599,0.43185985,0.23115793
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,0.0006260368,0.00013968769,0.00033509333,0.9988991
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,True,0.030710857,0.027102238,0.044684034,0.89750284
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,True,0.025929367,7.2830255e-05,0.0010053907,0.97299236
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.913772,0.001069917,0.08499404,0.0001640771
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.08236494,0.7814568,0.00038142537,0.13579683
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.26160172,0.55381083,0.17979605,0.0047914027
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,False,0.07902543,0.042299263,0.02907183,0.8496034
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.004017266,0.00061606773,0.9829926,0.012374051
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,2.1440694e-05,4.0056486e-05,0.9997801,0.00015842648
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,9.3564784e-05,0.0035109927,0.97350097,0.022894548
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.99967635,0.00020340252,4.5385237e-05,7.48276e-05
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.00017740112,0.002161188,0.98797566,0.0096857725
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.9979127,0.00055192993,0.0009099786,0.00062541856
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,False,0.2533478,0.473316,0.11967303,0.1536632
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,False,0.14784737,0.0008791326,0.00047056578,0.8508029
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,True,0.00015839387,0.00010886241,0.99957436,0.00015839387
